ID,Wave,Wavedummy,province,district,region,resarea,resarearural,gender,age,agegroup,educstat,educstatgroup,hhsize,hhsizegroup,lifestyle,voteintparty,voteintakp,turnout,vote2015,vote2015akp,turnout2015,workstat,unemployed,selfprosper,socialsupport,supchildeduc,suphealth,suppreg,supsenior,supwidow,supdisable,supdinkind,supother,supreceive,akpchange,persfinance,crisis,hardship,retrospers,retrossocio,prospers,prossocio,headcover,ethnicity,ethnicdummy,religiosity,hhincome,minimumwage,loghhincome,hhincgroup,incomebrac,tvnews,ginip,sedip,ginir,sedir,gdpcap17,lngdpcap17,mosques,lnmosques,mosqdens,metro,residgroup,prospect,yenidene
1163,062016,Pre coup attempt,60,Merkez,Western Black Sea,Town,Other,Male,59,44+ Years,University,University,5,3-5 Persons,Traditional Conservative,,,,,,,Civil Servant,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,,,,,No head cover,Turkish,Others,Religious,,More than minimum wage,,7,,,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,,Negative,More than minimum wage
1164,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Female,36,29-43 Years,Illiterate,Below High School,9,More than 9 Persons,Religious Conservative,HDP,No,No,HDP,No,No,Housewife,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,No,No,,,,,Head Scarf,Kurdish,Kurdish,Pious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Very positive,Upto minimum wage
1165,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Male,21,18-28 Years,University,University,,,Modern,AKP,Yes,Yes,AKP,Yes,Yes,Student,0,Rich,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,,,,,,Turkish,Others,Pious,1500,More than minimum wage,7.3132205,1201-2000TL,,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,,Very positive,More than minimum wage
1166,062016,Pre coup attempt,31,Defne,Mediterranean,Metropolitan,Other,Male,32,29-43 Years,Primary School,Below High School,4,3-5 Persons,Modern,Undecided,No,,CHP,No,No,Worker,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,,,,,No head cover,Turkish,Others,Religious,1400,More than minimum wage,7.2442274,1201-2000TL,Lower Middle Class,Government affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,"Independent, traditional house",Negative,Upto minimum wage
1167,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Female,45,44+ Years,Illiterate,Below High School,1,1-2 Persons,Religious Conservative,HDP,No,No,HDP,No,No,"Working, Other",0,Upper Middle,No,No,No,No,No,Yes,No,No,No,Yes,,Making Ends Meet,Yes,Yes,,,,,Head Scarf,Kurdish,Kurdish,Pious,950,Upto minimum wage,6.856462,701-1200TL,Lower Middle Class,Government affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,Gecekondu / Unplastered Apartment,Negative,Upto minimum wage
1168,062016,Pre coup attempt,41,Izmit,East Marmara,Metropolitan,Other,Male,40,29-43 Years,University,University,5,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Merchant / Businessman,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Increase,Saving Money,Yes,Yes,,,,,Head Scarf,Turkish,Others,Religious,7500,More than minimum wage,8.922658,Higher than 5001TL,Upper Class,Government affiliated,.32100001,5.1538,.33899999,3.8292,17722.916,9.7826138,1205,7.0942349,.639,No,Apartment,Negative,More than minimum wage
1169,062016,Pre coup attempt,28,Merkez,Eastern Black Sea,Rural,Rural,Male,42,29-43 Years,Secondary School,Below High School,5,3-5 Persons,Modern,AKP,Yes,Yes,AKP,Yes,Yes,Tradesman,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,Yes,,,,,Head Scarf,Turkish,Others,Believer,5000,More than minimum wage,8.5171928,3001-5000TL,Upper Class,Government affiliated,.33199999,1.9036,.33199999,1.5651,6095.418,8.7152929,1580,7.36518,3.612,No,Apartment,Positive,More than minimum wage
1170,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Female,18,18-28 Years,Secondary School,Below High School,10,More than 9 Persons,Religious Conservative,HDP,No,No,Was too young to vote,No,,Housewife,0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,,,,,No head cover,Kurdish,Kurdish,Religious,900,Upto minimum wage,6.8023949,701-1200TL,Lower Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,Upto minimum wage
1171,062016,Pre coup attempt,10,Edremit,West Marmara,Town,Other,Female,75,44+ Years,Secondary School,Below High School,3,3-5 Persons,Modern,CHP,No,No,CHP,No,No,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,,,,,Head Scarf,Turkish,Others,Believer,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Opposition affiliated,.373,3.1468999,.35299999,2.8722999,8805.833,9.0831699,1676,7.4241652,1.391,Yes,,Negative,More than minimum wage
1172,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Male,31,29-43 Years,Secondary School,Below High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,No,,,,,"Hijab, Purdah",Turkish,Others,Pious,1850,More than minimum wage,7.5229411,1201-2000TL,Lower Middle Class,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Very positive,More than minimum wage
1173,062016,Pre coup attempt,31,Defne,Mediterranean,Metropolitan,Other,Female,19,18-28 Years,High School,High School,5,3-5 Persons,Modern,Undecided,No,,HDP,No,No,Student,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,,,,,,No head cover,Arab,Others,Non-believer,1900,More than minimum wage,7.5496092,1201-2000TL,Lower Middle Class,,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,"Independent, traditional house",,More than minimum wage
1174,062016,Pre coup attempt,60,Turhal,Western Black Sea,Town,Other,Male,45,44+ Years,University,University,3,3-5 Persons,Modern,CHP,No,No,CHP,No,No,Civil Servant,0,Rich,No,No,No,No,No,No,No,Yes,No,Yes,Increase,Making Ends Meet,Yes,Yes,,,,,No head cover,Turkish,Others,Believer,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,Opposition affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,"Independent, traditional house",Negative,More than minimum wage
1175,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Female,26,18-28 Years,High School,High School,3,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Unemployed,1,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,,,,,No head cover,Turkish,Others,Pious,1300,Upto minimum wage,7.1701198,1201-2000TL,Lower Middle Class,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Very positive,Upto minimum wage
1176,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Male,24,18-28 Years,Primary School,Below High School,5,3-5 Persons,Religious Conservative,Undecided,No,,,,,Unemployed,1,Lower Middle,No,Yes,No,No,No,No,No,No,No,Yes,,Barely Makings Ends Meet,No,Yes,,,,,Head Scarf,Kurdish,Kurdish,Religious,500,Upto minimum wage,6.2146082,Less than 700TL,Lower Class,Opposition affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,"Independent, traditional house",Positive,Upto minimum wage
1177,062016,Pre coup attempt,60,Turhal,Western Black Sea,Town,Other,Female,37,29-43 Years,Primary School,Below High School,2,1-2 Persons,Traditional Conservative,Undecided,No,,Voted for Independent,No,,"Working, Other",0,Poor,No,No,No,No,No,No,No,Yes,No,Yes,Decrease,Barely Makings Ends Meet,No,Yes,,,,,Head Scarf,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Upper Class,Government affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,"Independent, traditional house",Positive,More than minimum wage
1178,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Female,27,18-28 Years,High School,High School,,,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Rich,No,Yes,No,No,No,No,No,No,No,Yes,Decrease,Making Ends Meet,No,,,,,,"Hijab, Purdah",Turkish,Others,Pious,2000,More than minimum wage,7.6009026,1201-2000TL,,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,,More than minimum wage
1179,062016,Pre coup attempt,10,Edremit,West Marmara,Town,Other,Male,54,44+ Years,University,University,5,3-5 Persons,Modern,Undecided,No,,Did not vote,No,,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,No,Yes,,,,,,Turkish,Others,Religious,,More than minimum wage,,7,,,.373,3.1468999,.35299999,2.8722999,8805.833,9.0831699,1676,7.4241652,1.391,Yes,Apartment,Positive,More than minimum wage
1180,062016,Pre coup attempt,31,Defne,Mediterranean,Metropolitan,Other,Male,44,44+ Years,High School,High School,4,3-5 Persons,Modern,Undecided,No,,CHP,No,No,"Farmer, Agriculturalist, Husbandry",0,Poor,No,No,No,No,No,No,No,No,No,No,,Barely Makings Ends Meet,Yes,Yes,,,,,No head cover,Turkish,Others,Religious,1750,More than minimum wage,7.467371,1201-2000TL,Lower Middle Class,Opposition affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,Apartment,Negative,More than minimum wage
1181,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Male,18,18-28 Years,Secondary School,Below High School,10,More than 9 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,Student,0,Lower Middle,No,Yes,No,No,No,No,No,No,No,Yes,Increase,Making Ends Meet,Yes,Yes,,,,,,Kurdish,Kurdish,Believer,300,Upto minimum wage,5.7037826,Less than 700TL,Lower Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,Upto minimum wage
1182,062016,Pre coup attempt,28,Merkez,Eastern Black Sea,Rural,Rural,Male,57,44+ Years,Secondary School,Below High School,2,1-2 Persons,Traditional Conservative,Non-voter,No,,CHP,No,No,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Saving Money,Yes,Yes,,,,,"Hijab, Purdah",Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Upper Class,Opposition affiliated,.33199999,1.9036,.33199999,1.5651,6095.418,8.7152929,1580,7.36518,3.612,No,"Independent, traditional house",Negative,More than minimum wage
1183,062016,Pre coup attempt,60,Turhal,Western Black Sea,Town,Other,Male,27,18-28 Years,University,University,2,1-2 Persons,Modern,CHP,No,No,CHP,No,No,Civil Servant,0,Rich,No,No,No,No,No,No,No,No,No,No,Increase,Has to Borrow,Yes,Yes,,,,,No head cover,Turkish,Others,Believer,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,Opposition affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,,Negative,More than minimum wage
1184,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Female,35,29-43 Years,Illiterate,Below High School,5,3-5 Persons,Religious Conservative,HDP,No,No,HDP,No,No,Housewife,0,Poor,No,Yes,No,No,No,No,No,No,No,Yes,Decrease,Saving Money,Yes,Yes,,,,,Head Scarf,Kurdish,Kurdish,Religious,200,Upto minimum wage,5.2983174,Less than 700TL,Lower Class,Opposition affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,Gecekondu / Unplastered Apartment,Negative,Upto minimum wage
1185,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Female,30,29-43 Years,High School,High School,4,3-5 Persons,Modern,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,Yes,No,No,No,No,No,No,No,Yes,Decrease,Making Ends Meet,,,,,,,"Hijab, Purdah",Turkish,Others,Pious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,,More than minimum wage
1186,062016,Pre coup attempt,60,Turhal,Western Black Sea,Town,Other,Female,40,29-43 Years,Secondary School,Below High School,5,3-5 Persons,Modern,Undecided,No,,Voted for Independent,No,,Housewife,0,Upper Middle,No,No,No,No,No,No,No,Yes,No,Yes,No Change,Making Ends Meet,No,No,,,,,"Hijab, Purdah",Turkish,Others,Religious,3000,More than minimum wage,8.0063677,2001-3000TL,New Middle Class,Government affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,"Independent, traditional house",Very positive,More than minimum wage
1187,062016,Pre coup attempt,31,Defne,Mediterranean,Metropolitan,Other,Female,39,29-43 Years,University,University,3,3-5 Persons,Modern,Undecided,No,,HDP,No,No,Private Sector,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,,,,,No head cover,Arab,Others,Non-believer,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Opposition affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,"Independent, traditional house",Negative,More than minimum wage
1188,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Female,27,18-28 Years,Illiterate,Below High School,4,3-5 Persons,Religious Conservative,HDP,No,No,HDP,No,No,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,No,No,,,,,Head Scarf,Kurdish,Kurdish,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Very positive,More than minimum wage
1189,062016,Pre coup attempt,28,Merkez,Eastern Black Sea,Rural,Rural,Male,37,29-43 Years,High School,High School,5,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,"Working, Other",0,Lower Middle,No,No,No,No,No,No,Yes,No,No,Yes,No Change,Has to Borrow,Yes,Yes,,,,,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,New Middle Class,Opposition affiliated,.33199999,1.9036,.33199999,1.5651,6095.418,8.7152929,1580,7.36518,3.612,No,Apartment,Negative,More than minimum wage
1190,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Male,31,29-43 Years,High School,High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Tradesman,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,,,,,"Hijab, Purdah",Turkish,Others,Pious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,,Very positive,More than minimum wage
1191,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Female,25,18-28 Years,University,University,7,6-8 Persons,Modern,Undecided,No,,Did not vote,No,,Incapable of Working,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Saving Money,Yes,Yes,,,,,No head cover,Kurdish,Kurdish,Religious,1500,More than minimum wage,7.3132205,1201-2000TL,Lower Class,Opposition affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,Apartment,Negative,More than minimum wage
1192,062016,Pre coup attempt,60,Turhal,Western Black Sea,Town,Other,Female,19,18-28 Years,High School,High School,4,3-5 Persons,Modern,Undecided,No,,Voted for Independent,No,,Student,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,Yes,,,,,No head cover,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,Lower Middle Class,Opposition affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,Apartment,Positive,More than minimum wage
1193,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Male,60,44+ Years,Literate without diploma,Below High School,7,6-8 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Saving Money,Yes,Yes,,,,,No head cover,Kurdish,Kurdish,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,Upto minimum wage
1194,062016,Pre coup attempt,60,Turhal,Western Black Sea,Town,Other,Male,32,29-43 Years,High School,High School,4,3-5 Persons,Modern,Undecided,No,,Did not vote,No,,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,Yes,,,,,No head cover,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,New Middle Class,Government affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,"Independent, traditional house",Negative,More than minimum wage
1195,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Female,37,29-43 Years,Illiterate,Below High School,8,6-8 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,Housewife,0,Poor,No,No,Yes,No,No,No,No,No,No,Yes,Increase,Barely Makings Ends Meet,Yes,Yes,,,,,Head Scarf,Kurdish,Kurdish,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Opposition affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,Apartment,Negative,Upto minimum wage
1196,062016,Pre coup attempt,10,Edremit,West Marmara,Town,Other,Male,64,44+ Years,Primary School,Below High School,3,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,No,,,,,Head Scarf,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Government affiliated,.373,3.1468999,.35299999,2.8722999,8805.833,9.0831699,1676,7.4241652,1.391,Yes,Apartment,Very positive,More than minimum wage
1197,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Female,74,44+ Years,Literate without diploma,Below High School,5,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,No,No,,,,,"Hijab, Purdah",Turkish,Others,Pious,500,Upto minimum wage,6.2146082,Less than 700TL,Lower Class,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Very positive,Upto minimum wage
1198,062016,Pre coup attempt,6,Keçiören,West Anatolia,Metropolitan,Other,Female,33,29-43 Years,Secondary School,Below High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,No,,,,,Head Scarf,Turkish,Others,Religious,3000,More than minimum wage,8.0063677,2001-3000TL,New Middle Class,Government affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,Apartment,Positive,More than minimum wage
1199,062016,Pre coup attempt,10,Edremit,West Marmara,Town,Other,Female,45,44+ Years,Primary School,Below High School,3,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Poor,Yes,No,No,No,No,No,No,No,Yes,Yes,,Making Ends Meet,No,Yes,,,,,No head cover,Turkish,Others,Religious,,More than minimum wage,,7,,Government affiliated,.373,3.1468999,.35299999,2.8722999,8805.833,9.0831699,1676,7.4241652,1.391,Yes,Apartment,Positive,More than minimum wage
1200,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Male,60,44+ Years,Literate without diploma,Below High School,7,6-8 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Saving Money,Yes,Yes,,,,,No head cover,Kurdish,Kurdish,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,Upto minimum wage
1201,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Male,46,44+ Years,High School,High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Civil Servant,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,,,,,"Hijab, Purdah",Turkish,Others,Pious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Very positive,More than minimum wage
1202,062016,Pre coup attempt,28,Merkez,Eastern Black Sea,Rural,Rural,Male,54,44+ Years,Secondary School,Below High School,4,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,No,,,,,"Hijab, Purdah",Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,,.33199999,1.9036,.33199999,1.5651,6095.418,8.7152929,1580,7.36518,3.612,No,"Independent, traditional house",Positive,More than minimum wage
